consumidor_id	email	renda	data_nascimento	acessos	primeiro_login	visualizacoes_divida
1432	nome_1432@provedor_b.com.br	C	1993-08-06	20	2020-10-02	6
1433	nome_1433@provedor_b.com.br	C	1987-04-25	55		0
1434	nome_1434@provedor_a.com.br	C	1983-01-07	57	2020-08-25	28
1435	nome_1435@provedor_a.com.br	C	1982-07-07	21	2020-12-10	13
1436	nome_1436@provedor_a.com.br	D	1996-06-15	22	2020-06-28	8
1437	nome_1437@provedor_a.com.br	C	2000-10-10	40	2020-12-29	24
1438	nome_1438@provedor_a.com.br	C	1992-11-05	21	2020-09-26	4
1439	nome_1439@provedor_a.com.br	C	1983-10-25	12		0
1440	nome_1440@provedor_c.com.br	C	1991-05-06	72		0
1441	nome_1441@provedor_a.com.br	D	1970-08-02	38		0
1442	nome_1442@provedor_c.com.br	C	1974-08-12	52		0
1443	nome_1443@provedor_a.com.br	B	2001-04-13	42		0
1444	nome_1444@provedor_a.com.br	A	1983-06-17	43	2020-04-25	5
1445	nome_1445@provedor_a.com.br	D	1997-03-10	31	2020-06-18	4
1446	nome_1446@provedor_c.com.br	D	1989-09-07	41	2020-09-03	16
1447	nome_1447@provedor_b.com.br	D	1989-11-20	51		0
1448	nome_1448@provedor_b.com.br	C	1969-01-11	28	2020-08-29	21
1449	nome_1449@provedor_a.com.br	D	1995-03-12	5	2020-08-29	4
1450	nome_1450@provedor_a.com.br	B	1987-03-26	48	2020-07-23	35
1451	nome_1451@provedor_a.com.br	D	1984-09-14	36	2020-09-13	7
1452	nome_1452@provedor_a.com.br	C	1993-08-29	41	2020-06-04	19
1453	nome_1453@provedor_a.com.br	D	1982-11-24	60	2020-09-21	29
1454	nome_1454@provedor_a.com.br	C	1975-11-15	0		0
1455	nome_1455@provedor_a.com.br	D	1981-07-15	0	2020-09-10	0
1456	nome_1456@provedor_a.com.br	C	1962-01-01	55		0
1457	nome_1457@provedor_a.com.br	C	1980-09-21	0	2020-08-20	0
1458	nome_1458@provedor_b.com.br	A	1997-09-29	29	2020-08-12	24
1459	nome_1459@provedor_a.com.br	C	1990-09-07	38		0
1460	nome_1460@provedor_a.com.br	C	1985-05-26	15	2020-11-12	8
1461	nome_1461@provedor_a.com.br	A	1982-12-29	0	2020-10-16	0
1462	nome_1462@provedor_a.com.br	B	1984-05-22	0	2020-11-02	0
1463	nome_1463@provedor_a.com.br	D	1989-01-30	27		0
1464	nome_1464@provedor_a.com.br	D	1980-07-01	1	2020-12-29	1
1465	nome_1465@provedor_b.com.br	C	2001-04-13	48	2020-05-02	40
1466	nome_1466@provedor_c.com.br	A	1998-12-04	3		0
1467	nome_1467@provedor_a.com.br	D	1987-03-14	22	2020-11-08	7
1468	nome_1468@provedor_b.com.br	D	1977-07-21	4	2020-07-26	4
1469	nome_1469@provedor_a.com.br	D	1990-07-24	19	2020-08-27	15
1470	nome_1470@provedor_a.com.br	C	1986-09-29	0		0
1471	nome_1471@provedor_a.com.br	C	1989-03-03	36	2020-06-27	8
1472	nome_1472@provedor_a.com.br	C	1997-11-07	25	2020-10-08	9
1473	nome_1473@provedor_a.com.br	C	2000-01-02	32	2020-08-11	23
1474	nome_1474@provedor_a.com.br	C	1986-12-27	0	2020-11-22	0
1475	nome_1475@provedor_c.com.br	D	1988-01-04	39	2020-09-14	30
1476	nome_1476@provedor_a.com.br	D	1975-12-16	3	2020-12-29	1
1477	nome_1477@provedor_c.com.br	C	1985-03-05	20	2020-08-23	13
1478	nome_1478@provedor_a.com.br	A	1977-10-02	0	2020-12-29	0
1479	nome_1479@provedor_b.com.br	C	1987-08-10	39		0
1480	nome_1480@provedor_a.com.br	D	1986-04-03	25		0
1481	nome_1481@provedor_b.com.br	D	1975-11-25	66	2020-11-22	59
1482	nome_1482@provedor_a.com.br	C	1995-09-14	6	2020-09-10	6
1483	nome_1483@provedor_b.com.br	D	1972-05-23	12	2020-10-11	1
1484	nome_1484@provedor_c.com.br	D	1991-12-14	39		0
1485	nome_1485@provedor_a.com.br	C	1970-04-24	6		0
1486	nome_1486@provedor_a.com.br	C	1994-08-26	10	2020-06-26	2
1487	nome_1487@provedor_c.com.br	C	1990-12-27	8	2020-10-19	4
1488	nome_1488@provedor_a.com.br	C	1990-07-10	50	2020-09-12	45
1489	nome_1489@provedor_a.com.br	D	1976-09-19	15		0
1490	nome_1490@provedor_b.com.br	C	1986-03-26	61	2020-05-13	15
1491	nome_1491@provedor_c.com.br	C	2001-04-13	19	2020-09-03	2
1492	nome_1492@provedor_a.com.br	C	1986-03-13	43		0
1493	nome_1493@provedor_a.com.br	C	1987-05-20	52	2020-11-01	46
1494	nome_1494@provedor_b.com.br	C	1969-12-21	2		0
1495	nome_1495@provedor_a.com.br	A	1999-03-18	21	2020-10-27	15
1496	nome_1496@provedor_c.com.br	D	1991-06-15	50		0
1497	nome_1497@provedor_a.com.br	D	1993-10-24	37		0
1498	nome_1498@provedor_b.com.br	B	1981-03-08	52	2020-09-30	47
1499	nome_1499@provedor_a.com.br	D	1981-03-21	44	2020-12-01	33
1500	nome_1500@provedor_a.com.br	D	1988-12-21	24	2020-12-29	1
1501	nome_1501@provedor_c.com.br	C	1997-07-20	35	2020-11-21	6
1502	nome_1502@provedor_a.com.br	D	1976-07-15	24		0
1503	nome_1503@provedor_c.com.br	C	1980-04-07	14		0
1504	nome_1504@provedor_a.com.br	D	1983-12-15	40		0
1505	nome_1505@provedor_a.com.br	C	1982-03-20	9		0
1506	nome_1506@provedor_c.com.br	C	1987-11-20	11	2020-07-20	10
1507	nome_1507@provedor_b.com.br	C	1986-06-26	2		0
1508	nome_1508@provedor_a.com.br	D	1980-09-20	0		0
1509	nome_1509@provedor_c.com.br	C	1970-10-19	27		0
1510	nome_1510@provedor_b.com.br	D	1979-08-01	50	2020-05-30	36
1511	nome_1511@provedor_c.com.br	C	1977-08-28	27	2020-12-06	7
1512	nome_1512@provedor_b.com.br	C	1998-12-17	20	2020-10-04	6
1513	nome_1513@provedor_c.com.br	C	1986-02-08	18	2020-08-30	11
1514	nome_1514@provedor_c.com.br	D	1990-01-16	0	2020-12-29	0
1515	nome_1515@provedor_a.com.br	D	1993-08-10	43	2020-07-11	22
1516	nome_1516@provedor_b.com.br	A	1969-03-19	24		0
1517	nome_1517@provedor_a.com.br	D	1980-04-22	28		0
1518	nome_1518@provedor_a.com.br	A	1990-05-11	38		0
1519	nome_1519@provedor_b.com.br	B	1981-11-18	45		0
1520	nome_1520@provedor_c.com.br	D	1988-01-27	60	2020-05-22	18
1521	nome_1521@provedor_a.com.br	C	1990-07-30	48		0
1522	nome_1522@provedor_b.com.br	A	1996-09-05	24	2020-05-10	13
1523	nome_1523@provedor_a.com.br	D	1989-05-27	46	2020-07-23	46
1524	nome_1524@provedor_a.com.br	D	1978-06-28	88	2020-09-28	65
1525	nome_1525@provedor_b.com.br	B	1994-11-16	9		0
1526	nome_1526@provedor_a.com.br	D	1999-06-14	0	2020-07-10	0
1527	nome_1527@provedor_a.com.br	B	1992-07-09	0		0
1528	nome_1528@provedor_a.com.br	D	1980-06-16	39		0
1529	nome_1529@provedor_a.com.br	A	2001-04-13	65		0
1530	nome_1530@provedor_b.com.br	A	1968-10-14	0	2020-11-10	0
1531	nome_1531@provedor_a.com.br	C	1981-07-21	29	2020-08-05	5
1532	nome_1532@provedor_c.com.br	D	1994-02-12	20		0
1533	nome_1533@provedor_b.com.br	C	1990-11-20	25		0
1534	nome_1534@provedor_a.com.br	D	1972-09-27	17		0
1535	nome_1535@provedor_c.com.br	D	1994-12-07	34		0
1536	nome_1536@provedor_a.com.br	D	1988-02-26	89	2020-12-29	11
1537	nome_1537@provedor_b.com.br	D	1985-12-06	0	2020-12-29	0
1538	nome_1538@provedor_c.com.br	D	1987-08-15	21	2020-10-20	16
1539	nome_1539@provedor_a.com.br	C	1997-02-07	11	2020-09-27	7
1540	nome_1540@provedor_c.com.br	D	1994-07-04	18	2020-07-08	15
1541	nome_1541@provedor_a.com.br	A	2001-04-13	38	2020-07-01	17
1542	nome_1542@provedor_b.com.br	D	1981-03-24	13	2020-11-09	3
1543	nome_1543@provedor_a.com.br	D	1969-04-06	40	2020-09-16	2
1544	nome_1544@provedor_b.com.br	D	1989-02-10	0	2020-08-05	0
1545	nome_1545@provedor_a.com.br	D	1977-11-29	47	2020-10-09	33
1546	nome_1546@provedor_c.com.br	A	1975-07-14	8	2020-06-09	6
1547	nome_1547@provedor_c.com.br	A	1985-03-04	41	2020-12-23	16
1548	nome_1548@provedor_a.com.br	D	1998-10-26	23	2020-12-23	16
1549	nome_1549@provedor_c.com.br	D	1976-06-22	32		0
1550	nome_1550@provedor_a.com.br	C	1983-01-23	41	2020-08-30	12
1551	nome_1551@provedor_a.com.br	C	1975-10-15	23		0
1552	nome_1552@provedor_a.com.br	C	1982-02-12	1	2020-09-11	1
1553	nome_1553@provedor_c.com.br	D	1994-07-30	26	2020-08-02	26
1554	nome_1554@provedor_c.com.br	C	1985-05-13	28		0
1555	nome_1555@provedor_a.com.br	D	1965-06-17	56		0
1556	nome_1556@provedor_c.com.br	C	1969-08-02	8		0
1557	nome_1557@provedor_a.com.br	B	1971-02-22	28	2020-09-06	4
1558	nome_1558@provedor_a.com.br	D	1970-07-25	73	2020-08-30	22
1559	nome_1559@provedor_a.com.br	C	1987-12-28	43	2020-06-18	27
1560	nome_1560@provedor_a.com.br	D	1986-01-26	5	2020-09-10	3
1561	nome_1561@provedor_a.com.br	C	1959-04-22	22	2020-12-29	1
1562	nome_1562@provedor_b.com.br	D	1994-02-13	53	2020-07-06	31
1563	nome_1563@provedor_a.com.br	D	2000-12-26	34		0
1564	nome_1564@provedor_a.com.br	C	1980-04-20	15	2020-12-29	11
1565	nome_1565@provedor_b.com.br	C	1982-07-26	27	2020-10-26	5
1566	nome_1566@provedor_a.com.br	D	1990-09-10	15	2020-08-07	5
1567	nome_1567@provedor_a.com.br	C	1995-09-02	9	2020-12-12	2
1568	nome_1568@provedor_a.com.br	B	1967-10-22	7	2020-07-02	7
1569	nome_1569@provedor_a.com.br	D	1971-04-13	18		0
1570	nome_1570@provedor_a.com.br	D	1987-03-06	30	2020-11-18	5
1571	nome_1571@provedor_a.com.br	C	1999-02-02	26	2020-10-19	2
1572	nome_1572@provedor_a.com.br	C	1986-11-17	62		0
1573	nome_1573@provedor_b.com.br	C	1990-11-01	25		0
1574	nome_1574@provedor_b.com.br	C	1975-04-10	0	2020-05-03	0
1575	nome_1575@provedor_a.com.br	C	1976-10-08	63	2020-10-03	3
1576	nome_1576@provedor_c.com.br	A	1996-08-07	54		0
1577	nome_1577@provedor_a.com.br	C	1975-06-05	19	2020-05-03	11
1578	nome_1578@provedor_a.com.br	B	1974-06-26	0		0
1579	nome_1579@provedor_b.com.br	D	1983-03-22	12		0
1580	nome_1580@provedor_c.com.br	D	2001-04-13	0		0
1581	nome_1581@provedor_b.com.br	D	1987-06-17	30		0
1582	nome_1582@provedor_b.com.br	D	1996-05-17	0	2020-08-14	0
1583	nome_1583@provedor_a.com.br	C	1971-02-11	0	2020-01-09	0
1584	nome_1584@provedor_b.com.br	B	1969-05-01	16		0
1585	nome_1585@provedor_b.com.br	D	1993-04-04	18		0
1586	nome_1586@provedor_a.com.br	D	1967-12-11	84		0
1587	nome_1587@provedor_a.com.br	D	1986-03-09	37		0
1588	nome_1588@provedor_a.com.br	D	2001-04-13	31	2020-08-12	5
1589	nome_1589@provedor_a.com.br	D	1985-10-31	0		0
1590	nome_1590@provedor_a.com.br	A	1993-07-28	27	2020-08-05	10
1591	nome_1591@provedor_a.com.br	C	1984-09-04	61	2020-11-20	36
1592	nome_1592@provedor_a.com.br	B	1992-10-11	52	2020-10-30	33
1593	nome_1593@provedor_a.com.br	D	1994-02-26	45		0
1594	nome_1594@provedor_a.com.br	D	1978-01-16	0	2020-11-28	0
1595	nome_1595@provedor_c.com.br	D	1973-11-18	64	2020-12-04	60
1596	nome_1596@provedor_a.com.br	D	1979-01-12	24	2020-10-13	24
1597	nome_1597@provedor_c.com.br	D	1991-07-08	21	2020-08-27	10
1598	nome_1598@provedor_c.com.br	A	1971-10-18	20	2020-11-15	20
1599	nome_1599@provedor_a.com.br	B	1983-07-20	56	2020-10-01	37
1600	nome_1600@provedor_a.com.br	D	2000-02-07	46	2020-12-29	17
1601	nome_1601@provedor_a.com.br	C	1990-08-07	33	2020-08-15	5
1602	nome_1602@provedor_a.com.br	C	1984-02-15	0		0
1603	nome_1603@provedor_c.com.br	D	2001-04-13	7	2020-12-19	4
1604	nome_1604@provedor_b.com.br	D	1992-02-15	44	2020-05-27	22
1605	nome_1605@provedor_a.com.br	D	1997-05-26	39	2020-07-24	4
1606	nome_1606@provedor_a.com.br	B	1992-04-15	61	2020-06-12	43
1607	nome_1607@provedor_c.com.br	D	1964-08-30	0	2020-11-30	0
1608	nome_1608@provedor_a.com.br	D	1983-05-17	50	2020-08-27	47
1609	nome_1609@provedor_a.com.br	B	1996-06-02	0	2020-12-29	0
1610	nome_1610@provedor_a.com.br	D	1989-08-03	36		0
1611	nome_1611@provedor_b.com.br	A	1992-01-04	19		0
1612	nome_1612@provedor_a.com.br	D	1993-11-10	8	2020-09-04	5
1613	nome_1613@provedor_a.com.br	C	1985-01-25	52		0
1614	nome_1614@provedor_a.com.br	D	1991-09-22	0	2020-07-10	0
1615	nome_1615@provedor_a.com.br	D	1995-05-28	0	2020-10-21	0
1616	nome_1616@provedor_a.com.br	D	1994-07-04	12	2020-10-22	1
1617	nome_1617@provedor_a.com.br	C	1989-06-29	0		0
1618	nome_1618@provedor_c.com.br	D	1977-12-20	20	2020-08-29	5
1619	nome_1619@provedor_a.com.br	D	1997-01-25	15		0
1620	nome_1620@provedor_a.com.br	A	1988-10-03	14	2020-11-08	8
1621	nome_1621@provedor_a.com.br	A	1988-03-28	0	2020-12-29	0
1622	nome_1622@provedor_b.com.br	D	1982-03-24	52		0
1623	nome_1623@provedor_a.com.br	C	1989-12-03	23	2020-07-07	23
1624	nome_1624@provedor_b.com.br	B	1987-08-20	0	2020-10-15	0
1625	nome_1625@provedor_c.com.br	B	1981-11-07	20	2020-05-07	10
1626	nome_1626@provedor_c.com.br	C	1988-07-25	0		0
1627	nome_1627@provedor_a.com.br	C	1970-10-09	14		0
1628	nome_1628@provedor_a.com.br	C	1992-04-03	45	2020-11-12	1
1629	nome_1629@provedor_a.com.br	C	1987-12-17	51		0
1630	nome_1630@provedor_a.com.br	B	1993-12-05	52		0
1631	nome_1631@provedor_a.com.br	C	1984-11-04	44	2020-10-25	19
1632	nome_1632@provedor_b.com.br	B	1974-03-13	20	2020-12-02	6
1633	nome_1633@provedor_b.com.br	B	1988-07-23	34	2020-10-06	30
1634	nome_1634@provedor_a.com.br	B	1972-04-06	37		0
1635	nome_1635@provedor_a.com.br	C	1997-05-11	45		0
1636	nome_1636@provedor_a.com.br	A	1989-02-01	16	2020-12-23	15
1637	nome_1637@provedor_c.com.br	D	1983-07-01	0		0
1638	nome_1638@provedor_c.com.br	D	1986-11-27	6		0
1639	nome_1639@provedor_a.com.br	C	2001-04-13	2		0
1640	nome_1640@provedor_b.com.br	D	1993-02-20	48	2020-12-04	1
1641	nome_1641@provedor_a.com.br	B	1985-07-08	61		0
1642	nome_1642@provedor_a.com.br	D	1960-08-10	42		0
1643	nome_1643@provedor_b.com.br	C	1988-10-29	30	2020-07-18	5
1644	nome_1644@provedor_a.com.br	A	1994-04-21	87	2020-10-01	71
1645	nome_1645@provedor_c.com.br	C	1980-04-10	0		0
1646	nome_1646@provedor_c.com.br	C	1977-08-13	5	2020-06-05	5
1647	nome_1647@provedor_c.com.br	D	1977-05-22	16	2020-08-30	11
1648	nome_1648@provedor_a.com.br	D	1998-11-12	16	2020-11-09	1
1649	nome_1649@provedor_c.com.br	D	2001-04-13	22	2020-12-29	11
1650	nome_1650@provedor_a.com.br	B	1981-10-20	14	2020-09-11	3
1651	nome_1651@provedor_a.com.br	D	1993-02-23	32	2020-11-01	5
1652	nome_1652@provedor_a.com.br	C	2001-04-13	0	2020-10-22	0
1653	nome_1653@provedor_c.com.br	D	2001-04-13	13		0
1654	nome_1654@provedor_b.com.br	B	1976-05-21	27	2020-12-29	17
1655	nome_1655@provedor_a.com.br	C	2001-04-13	34	2020-12-29	15
1656	nome_1656@provedor_a.com.br	C	1995-11-06	12		0
1657	nome_1657@provedor_a.com.br	D	1990-01-11	15	2020-11-26	8
1658	nome_1658@provedor_b.com.br	D	1972-11-22	26		0
1659	nome_1659@provedor_b.com.br	D	1995-10-24	58	2020-09-04	40
1660	nome_1660@provedor_a.com.br	C	1994-04-16	30	2020-09-02	5
1661	nome_1661@provedor_a.com.br	A	1994-02-25	0		0
1662	nome_1662@provedor_a.com.br	C	1989-08-12	15		0
1663	nome_1663@provedor_a.com.br	C	1973-05-14	46		0
1664	nome_1664@provedor_c.com.br	C	1998-01-01	31		0
1665	nome_1665@provedor_b.com.br	C	1998-10-25	63		0
1666	nome_1666@provedor_b.com.br	C	1995-10-18	24	2020-04-09	17
1667	nome_1667@provedor_a.com.br	B	1982-02-22	17		0
1668	nome_1668@provedor_a.com.br	A	1992-09-01	88		0
1669	nome_1669@provedor_c.com.br	D	1985-07-07	0		0
1670	nome_1670@provedor_b.com.br	B	1973-05-04	13	2020-09-18	13
1671	nome_1671@provedor_c.com.br	C	1987-05-19	40	2020-12-12	14
1672	nome_1672@provedor_b.com.br	D	1990-07-23	0	2020-10-24	0
1673	nome_1673@provedor_a.com.br	C	1980-10-13	38	2020-09-08	29
1674	nome_1674@provedor_a.com.br	D	1962-02-07	27	2020-09-05	27
1675	nome_1675@provedor_c.com.br	C	1975-01-28	0	2020-10-07	0
1676	nome_1676@provedor_a.com.br	D	2001-04-13	16		0
1677	nome_1677@provedor_b.com.br	A	1995-01-16	52	2020-08-03	38
1678	nome_1678@provedor_c.com.br	D	1975-10-19	19	2020-09-26	19
1679	nome_1679@provedor_a.com.br	A	1976-03-07	8	2020-12-29	6
1680	nome_1680@provedor_c.com.br	C	1972-09-27	50		0
1681	nome_1681@provedor_a.com.br	C	1984-08-14	0		0
1682	nome_1682@provedor_b.com.br	D	1991-04-21	19	2020-08-11	9
1683	nome_1683@provedor_a.com.br	C	1969-10-25	56	2020-11-10	6
1684	nome_1684@provedor_a.com.br	C	1989-12-20	9	2020-09-19	4
1685	nome_1685@provedor_a.com.br	C	1980-09-19	0	2020-09-13	0
1686	nome_1686@provedor_a.com.br	A	1982-02-25	0	2020-08-22	0
1687	nome_1687@provedor_b.com.br	C	1990-12-29	50	2020-06-15	46
1688	nome_1688@provedor_b.com.br	D	1987-10-27	29	2020-09-11	5
1689	nome_1689@provedor_a.com.br	C	1980-07-25	37		0
1690	nome_1690@provedor_b.com.br	A	1989-01-15	35	2020-11-02	4
1691	nome_1691@provedor_a.com.br	B	1999-11-17	20		0
1692	nome_1692@provedor_b.com.br	C	1974-05-15	0		0
1693	nome_1693@provedor_a.com.br	B	1986-09-22	0	2020-12-29	0
1694	nome_1694@provedor_c.com.br	C	1993-03-31	27	2020-07-27	7
1695	nome_1695@provedor_a.com.br	D	1986-11-28	0		0
1696	nome_1696@provedor_b.com.br	C	1991-09-15	0	2020-12-25	0
1697	nome_1697@provedor_b.com.br	D	1984-12-30	0	2020-08-11	0
1698	nome_1698@provedor_c.com.br	A	1981-06-05	46	2020-12-13	13
1699	nome_1699@provedor_c.com.br	B	1990-02-28	55		0
1700	nome_1700@provedor_a.com.br	C	1981-12-28	35	2020-08-20	31
1701	nome_1701@provedor_a.com.br	D	1989-01-18	15	2020-09-10	9
1702	nome_1702@provedor_b.com.br	C	1988-08-18	0	2020-04-03	0
1703	nome_1703@provedor_a.com.br	D	1991-10-11	63		0
1704	nome_1704@provedor_a.com.br	B	1977-05-25	37		0
1705	nome_1705@provedor_a.com.br	B	2001-04-13	43	2020-09-27	27
1706	nome_1706@provedor_b.com.br	C	1987-07-13	26		0
1707	nome_1707@provedor_b.com.br	A	1966-04-19	66	2020-09-08	62
1708	nome_1708@provedor_c.com.br	C	1983-09-02	2	2020-10-02	1
1709	nome_1709@provedor_c.com.br	D	1962-06-22	17		0
1710	nome_1710@provedor_a.com.br	C	1996-09-09	26	2020-09-29	12
1711	nome_1711@provedor_a.com.br	A	1985-08-05	47		0
1712	nome_1712@provedor_a.com.br	A	1994-11-14	11	2020-07-03	5
1713	nome_1713@provedor_a.com.br	C	1975-06-26	34	2020-12-29	29
1714	nome_1714@provedor_c.com.br	C	2001-04-13	4	2020-12-29	3
1715	nome_1715@provedor_c.com.br	D	1979-05-19	24	2020-11-03	21
1716	nome_1716@provedor_a.com.br	D	1987-01-20	9	2020-07-22	6
1717	nome_1717@provedor_b.com.br	C	1979-06-23	0		0
1718	nome_1718@provedor_a.com.br	D	1976-02-03	89	2020-07-03	86
1719	nome_1719@provedor_c.com.br	C	1999-04-13	32	2020-11-08	31
1720	nome_1720@provedor_a.com.br	D	1992-01-07	9	2020-08-19	7
1721	nome_1721@provedor_a.com.br	C	1978-09-15	39	2020-10-10	4
1722	nome_1722@provedor_a.com.br	C	1987-07-25	0	2020-11-22	0
1723	nome_1723@provedor_a.com.br	C	1984-09-01	41	2020-09-24	9
1724	nome_1724@provedor_a.com.br	A	1987-08-30	21	2020-12-29	5
1725	nome_1725@provedor_a.com.br	A	2001-04-13	55	2020-06-27	20
1726	nome_1726@provedor_a.com.br	A	1997-12-28	45		0
1727	nome_1727@provedor_a.com.br	C	1998-12-17	12	2020-06-09	12
1728	nome_1728@provedor_a.com.br	C	1979-02-15	27	2020-09-03	22
1729	nome_1729@provedor_c.com.br	D	1982-08-01	24	2020-09-04	3
1730	nome_1730@provedor_a.com.br	C	1980-09-23	5	2020-07-10	4
1731	nome_1731@provedor_b.com.br	A	1988-12-01	17	2020-11-09	2
1732	nome_1732@provedor_a.com.br	D	1988-11-24	42	2020-07-27	24
1733	nome_1733@provedor_b.com.br	C	1970-06-02	59	2020-05-02	17
1734	nome_1734@provedor_a.com.br	D	1987-08-13	7		0
1735	nome_1735@provedor_c.com.br	D	1980-12-13	9	2020-07-11	2
1736	nome_1736@provedor_a.com.br	B	1980-10-10	79	2020-09-01	58
1737	nome_1737@provedor_a.com.br	A	1982-07-05	58	2020-07-02	35
1738	nome_1738@provedor_a.com.br	D	1995-02-12	32	2020-10-28	24
1739	nome_1739@provedor_b.com.br	B	1989-08-05	20	2020-10-31	14
1740	nome_1740@provedor_c.com.br	D	1988-03-10	29		0
1741	nome_1741@provedor_c.com.br	C	2001-04-13	0		0
1742	nome_1742@provedor_c.com.br	C	1981-08-09	37		0
1743	nome_1743@provedor_a.com.br	A	1994-04-27	52		0
1744	nome_1744@provedor_a.com.br	C	2001-04-13	43	2020-12-29	5
1745	nome_1745@provedor_a.com.br	D	1970-04-07	0	2020-08-16	0
1746	nome_1746@provedor_a.com.br	D	1980-08-20	0	2020-12-05	0
1747	nome_1747@provedor_a.com.br	C	1966-08-03	0	2020-08-16	0
1748	nome_1748@provedor_b.com.br	C	2001-04-13	40	2020-12-29	22
1749	nome_1749@provedor_a.com.br	C	1988-03-10	6	2020-09-15	5
1750	nome_1750@provedor_a.com.br	C	1990-01-13	22	2020-07-09	1
1751	nome_1751@provedor_a.com.br	D	1980-12-19	52	2020-07-29	27
1752	nome_1752@provedor_c.com.br	D	1966-06-21	49		0
1753	nome_1753@provedor_b.com.br	C	2001-04-13	0	2020-04-10	0
1754	nome_1754@provedor_a.com.br	C	1987-12-15	8		0
1755	nome_1755@provedor_c.com.br	B	1980-08-24	53	2020-12-29	23
1756	nome_1756@provedor_b.com.br	D	1997-03-23	6	2020-12-04	2
1757	nome_1757@provedor_b.com.br	C	2001-04-13	28	2020-06-12	14
1758	nome_1758@provedor_a.com.br	C	1980-01-06	18		0
1759	nome_1759@provedor_b.com.br	D	1995-01-29	9		0
1760	nome_1760@provedor_b.com.br	D	1983-09-04	0	2020-07-28	0
1761	nome_1761@provedor_c.com.br	A	1981-03-20	6	2020-09-24	3
1762	nome_1762@provedor_b.com.br	D	1979-05-12	0		0
1763	nome_1763@provedor_a.com.br	C	1985-02-03	45		0
1764	nome_1764@provedor_a.com.br	B	1995-07-22	17		0
1765	nome_1765@provedor_a.com.br	C	1971-06-16	21	2020-10-16	9
1766	nome_1766@provedor_c.com.br	D	1970-04-08	0		0
1767	nome_1767@provedor_c.com.br	A	2001-04-13	42	2020-07-30	42
1768	nome_1768@provedor_a.com.br	D	1966-05-19	35	2020-07-29	17
1769	nome_1769@provedor_c.com.br	D	1980-04-07	46		0
1770	nome_1770@provedor_c.com.br	B	2001-04-13	26	2020-10-24	24
1771	nome_1771@provedor_a.com.br	D	2000-12-19	55	2020-11-11	24
1772	nome_1772@provedor_a.com.br	D	1972-10-03	0	2020-05-26	0
1773	nome_1773@provedor_a.com.br	D	1994-11-13	15	2020-08-28	13
1774	nome_1774@provedor_a.com.br	A	1985-03-17	17	2020-09-27	2
1775	nome_1775@provedor_a.com.br	D	1993-03-24	26		0
1776	nome_1776@provedor_a.com.br	C	1984-04-01	41		0
1777	nome_1777@provedor_a.com.br	D	1979-12-11	24	2020-08-07	13
1778	nome_1778@provedor_a.com.br	C	1974-12-19	0		0
1779	nome_1779@provedor_a.com.br	D	1996-04-06	39		0
1780	nome_1780@provedor_c.com.br	D	2001-04-13	55		0
1781	nome_1781@provedor_b.com.br	C	1996-06-11	39	2020-05-13	20
1782	nome_1782@provedor_b.com.br	D	1988-09-21	43	2020-11-17	26
1783	nome_1783@provedor_a.com.br	A	1978-10-05	61		0
1784	nome_1784@provedor_a.com.br	B	1994-04-28	0		0
1785	nome_1785@provedor_b.com.br	C	1974-01-30	0	2020-06-29	0
1786	nome_1786@provedor_c.com.br	D	1988-01-11	70	2020-08-07	70
1787	nome_1787@provedor_a.com.br	D	1991-04-01	30	2020-12-29	2
1788	nome_1788@provedor_c.com.br	D	1992-01-17	0		0
1789	nome_1789@provedor_a.com.br	D	1961-12-16	21		0
1790	nome_1790@provedor_c.com.br	D	1984-03-04	23	2020-12-08	7
1791	nome_1791@provedor_a.com.br	D	2001-04-13	15	2020-08-05	10
1792	nome_1792@provedor_c.com.br	A	1997-04-22	34		0
1793	nome_1793@provedor_b.com.br	C	1993-09-07	0	2020-09-07	0
1794	nome_1794@provedor_b.com.br	C	1975-10-30	76		0
1795	nome_1795@provedor_a.com.br	B	1999-09-15	34	2020-08-18	14
1796	nome_1796@provedor_a.com.br	C	1964-04-26	0	2020-07-11	0
1797	nome_1797@provedor_a.com.br	C	1997-01-05	0	2020-10-13	0
1798	nome_1798@provedor_a.com.br	A	1973-01-29	14		0
1799	nome_1799@provedor_a.com.br	D	1984-06-03	3		0
1800	nome_1800@provedor_a.com.br	D	1965-12-02	32	2020-08-02	15
1801	nome_1801@provedor_a.com.br	C	1981-10-14	5	2020-09-18	2
1802	nome_1802@provedor_a.com.br	D	2001-04-13	32	2020-10-01	29
1803	nome_1803@provedor_a.com.br	B	2001-04-13	65	2020-10-28	35
1804	nome_1804@provedor_a.com.br	B	1989-07-04	17	2020-11-17	2
1805	nome_1805@provedor_b.com.br	D	1985-03-15	6	2020-12-29	6
1806	nome_1806@provedor_c.com.br	D	1980-06-07	2		0
1807	nome_1807@provedor_a.com.br	B	1987-04-01	36		0
1808	nome_1808@provedor_a.com.br	D	2001-04-13	40	2020-06-01	35
1809	nome_1809@provedor_a.com.br	C	1987-06-04	47		0
1810	nome_1810@provedor_a.com.br	C	1990-09-01	16	2020-12-10	5
1811	nome_1811@provedor_a.com.br	C	1987-08-29	24	2020-10-20	21
1812	nome_1812@provedor_a.com.br	C	2001-04-13	5		0
1813	nome_1813@provedor_a.com.br	C	1972-09-24	43	2020-06-20	7
